name,artist,uri,popularity,album_name,release_date,album_art_url,genres
Another Lesson,Hoods,spotify:track:7EyrCSU7oVDnId1E64yr98,2,Time... The Destroyer,2001-06-05,https://i.scdn.co/image/ab67616d0000b2736f1bc31cf5948646208bd565,"beatdown, hardcore, straight edge"
Your Bad Heart,Mothers Pride,spotify:track:4lHa1KB9c6aVnf03bZi9ty,0,Tommy Drives Me Home,2001-03-01,https://i.scdn.co/image/ab67616d0000b27322eda4351f62e24bf7e3d1ed,No genres available
Please Me - Remastered 2002,Grand Funk Railroad,spotify:track:3dpysVSI6w5fgMDxefPZ1D,8,Shinin' On (Expanded Edition),1974-03-01,https://i.scdn.co/image/ab67616d0000b2733ec90d54a77d59942d91f229,"album rock, blues rock, classic rock, country rock, hard rock, mellow gold, rock, singer-songwriter, soft rock"
Homegrown (feat. O'jeke),The Pharcyde,spotify:track:6QySNTeMkxMVzyz6M2kTUR,7,Humboldt Beginnings,2004-07-13,https://i.scdn.co/image/ab67616d0000b27382d955f46e7454e862a78241,"alternative hip hop, hardcore hip hop, hip hop, jazz rap, west coast rap"
Essaywhuman?!!!??!,The Roots,spotify:track:0cPlfw88XZsOmt03zcPOtz,22,Do You Want More?!!!??!,1995-01-17,https://i.scdn.co/image/ab67616d0000b2738f71a687eb8d7564fbd59a97,"conscious hip hop, east coast hip hop, hip hop, philly rap, political hip hop"
When I Think Of You,Janet Jackson,spotify:track:3mJ6pNcFM2CkykCYSREdKT,52,Control,1986-02-04,https://i.scdn.co/image/ab67616d0000b273d43ed38753792fe6606568f2,"dance pop, r&b, urban contemporary"
Hold On,Whiteheart,spotify:track:4eoYKv2kDwJS7gRGh5q6SK,10,Whiteheart,1982,https://i.scdn.co/image/ab67616d0000b27304d1525de9c307444ee88de4,"christian metal, deep christian rock"
The Champ,Robben Ford,spotify:track:2Mj0m613a1MVbcTnsQx9LH,9,Tiger Walk,1997-01-01,https://i.scdn.co/image/ab67616d0000b273dfa1064709a41c65b3b493eb,"blues, electric blues, jazz blues, jazz fusion, modern blues, soul blues"
Dutty Wine,Tony Matterhorn,spotify:track:32VNxhqDAWxyPolSjcJzeq,35,XXX Dancehall Anthems,2010-04-22,https://i.scdn.co/image/ab67616d0000b273ef0ac0ce488cb9c548624929,"dancehall, jamaican dancehall"
Won Threw Ate,Story Of The Year,spotify:track:2ns389M9cyfODy7FSKfg1E,14,The Constant (Deluxe Edition),2010-02-16,https://i.scdn.co/image/ab67616d0000b273727c775b21608903cfca881e,"neon pop punk, pop punk, screamo"
Oceans Of Love,Jørgen Ingmann,spotify:track:4vKQrjmhm16qF7I3M4a4ZU,0,TætPå (Vol. 2),2020-05-15,https://i.scdn.co/image/ab67616d0000b27309575af0c60a2031814eaad7,dansktop
Having You There,Mississippi Mass Choir,spotify:track:0ap5HZBkYOZwOjvSE3Mw5C,32,The Mississippi Mass Choir,1987,https://i.scdn.co/image/ab67616d0000b2732c109b8e7b5be271b39d674c,"gospel, praise"
Naming Ceremony,Finest Dearest,spotify:track:3xmQHrulKDq4OWnb9sYOZp,0,Finest Dearest,2008-03-18,https://i.scdn.co/image/ab67616d0000b27302a46ba39335f28cdadd1eea,No genres available
Summer Nite,Plasmatics,spotify:track:7sTDGyKx5afiQVS9SxRRWz,9,Beyond The Valley Of 1984,2009-01-27,https://i.scdn.co/image/ab67616d0000b2736d9c3a645bbb3d0f1daa147b,hardcore punk
Protagonist,Scalplock,spotify:track:76UqccECd4Q6O5Hy4vROin,0,Spread The Germs,1997,https://i.scdn.co/image/ab67616d0000b2738c41224214404d1cf93dc4e4,No genres available
Because He Loves Me,Amy Lambert,spotify:track:48c1kj2UMbx2Od8bcY6lEe,0,Treasures,1997-01-01,https://i.scdn.co/image/ab67616d0000b2732d15bfc0b7cfa4fe25de6349,No genres available
If I Talk to Him,Connie Smith,spotify:track:3KLnW8UMe0h7uu3QA9SLVj,9,Miss Smith Goes to Nashville,1966,https://i.scdn.co/image/ab67616d0000b27335462446a06163ced07230fc,"classic country pop, nashville sound"
Black and Blue,Torcuato Mariano,spotify:track:54re2PHBllONqVM1rY5Nr0,1,Lift Me Up,2006-07-24,https://i.scdn.co/image/ab67616d0000b27355f4472aba4900c7498cb734,smooth jazz
Sidney Gorgeous,Claire Hamill,spotify:track:3JsSRR3VXA8wdxZyCMt76E,0,October,2020-05-02,https://i.scdn.co/image/ab67616d0000b2732882f33300e7a94f9b90d5e2,british folk
A True Friend,Dobby Dobson,spotify:track:5RfBgZ7EZ1AwozOvMnfdsg,1,Sweet Love Vol. 5,2010-02-08,https://i.scdn.co/image/ab67616d0000b273277076eb06fecaa2a739301a,"early reggae, lovers rock, rocksteady"
Changed My Life,Baby Bash,spotify:track:6pUoa8IDaRDwFFd9vurym2,21,Tha Smokin' Nephew,2003-01-01,https://i.scdn.co/image/ab67616d0000b27307acb67d4e71275637cd0a1b,"chicano rap, latin hip hop, pop rap, southern hip hop, texas latin rap, urban contemporary"
Šizofrenija,Ana Nikolić,spotify:track:0VkaNkVuAxPelvK8D5Zpgf,17,Platinum Collection,2019-03-12,https://i.scdn.co/image/ab67616d0000b2735a1e918dbd737c12cc31449a,turbo folk
Baby,Brazilian Tropical Orchestra,spotify:track:2HNTZtbAv2cWtb3KgonTeN,1,"Plays Caetano, Gil E Djavan",1999,https://i.scdn.co/image/ab67616d0000b273a863085de3bf95ebfa7c426a,No genres available
Bread or Blood - Live at Alaska Studios,4 Skins,spotify:track:52JfLltZ93omKgMhdVn2f4,6,The Good the Bad and the 4 Skins,1982-06-01,https://i.scdn.co/image/ab67616d0000b2731e832e72954e09b4b75c64ab,oi
Albinoni's Adagio in G Minor,The Doors,spotify:track:48gYE3NgaEj9IIMjSMnq8l,26,Behind Closed Doors - The Rarities,2013-05-03,https://i.scdn.co/image/ab67616d0000b2739b5b6d87762313ed2ec3e064,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock"
Stay Real,Erick Sermon,spotify:track:6jaj4k0LwFLy1q54TXZZpZ,25,No Pressure,1993-10-19,https://i.scdn.co/image/ab67616d0000b27378372ddb20e61c7fd0b2281b,"hardcore hip hop, hip hop"
Gillum Blues,Jazz Gillum,spotify:track:6xIpNlfkxjkQptAGkAHZYu,7,Blues by Jazz Gillum Singing and Playing His Harmonica: With Arbee Stidham and Memphis Slim,1961-01-01,https://i.scdn.co/image/ab67616d0000b2730bc9ec5127e82fc2fe78c13f,"chicago blues, country blues, harmonica blues"
Chela,Sonora Carruseles,spotify:track:69WJFX0x4py1uJo60HOCUA,1,Espectacular,2015-07-01,https://i.scdn.co/image/ab67616d0000b273410621bf1d07b18c59d57910,"mambo, salsa, salsa colombiana"
Rue de Nantes,Oldelaf et Monsieur D.,spotify:track:0vReciPORNFOlZnZadHGth,32,L'Album de la maturité,2005,https://i.scdn.co/image/ab67616d0000b273ac2fb0e165befdee053fa0b6,"french folk pop, french rock"
Dat Dere,Eldar,spotify:track:0cjxiANvfKCrgGBHg5xIHt,2,Live at the Blue Note,2006-05-11,https://i.scdn.co/image/ab67616d0000b2732a3f790468568da607e6f7c1,No genres available
I Know That Car,Eddy Raven,spotify:track:1YGBrjuWAGetYciw7dYenA,5,20 Favorites,1998-01-01,https://i.scdn.co/image/ab67616d0000b2732dae7e28ee709722b681452a,classic country pop
The Story (get It On),Tanto Metro & Devonte,spotify:track:1qmACxi6NO6jIh4bYvTqmY,0,The Beat Goes On,2005,https://i.scdn.co/image/ab67616d0000b2730e7696335563f10e817475c2,"dancehall, jamaican dancehall"
人來人往,Eason Chan,spotify:track:6gCNCWDB1xVfHMUCQaeUB1,23,Get A Life (Live),2006-04-20,https://i.scdn.co/image/ab67616d0000b27328114fe23dca726ef86d6dc6,"c-pop, cantopop, mandopop"
Intro/Chamber The Cartridge,Rise Against,spotify:track:3iqwtuv28vNPSDJi3jZQsm,35,The Sufferer & The Witness,2006-01-01,https://i.scdn.co/image/ab67616d0000b2733d49fa9efbba5f8ecc35b0df,"alternative metal, chicago hardcore, chicago punk, hardcore punk, modern rock, pop punk, post-grunge, punk"
Camelot: Camelot,Frederick Loewe,spotify:track:2G8hnVvfnOA2paM5GqZgDC,26,Camelot (Original Broadway Cast Recording),1960,https://i.scdn.co/image/ab67616d0000b273d1f2205cc771974953d7ddb5,broadway
The Blank Eye Stare,Martriden,spotify:track:32Daow4Qlp352W22BifRrq,0,Martriden,2006-09-04,https://i.scdn.co/image/ab67616d0000b273810da2d2eed09dae94581f24,montana metal
U North,James Newton Howard,spotify:track:72ldrVAuMHhg0W4oWmpfvd,7,Michael Clayton,2007-01-01,https://i.scdn.co/image/ab67616d0000b273d6c7e9f2b1e941ba2f6390de,"orchestral soundtrack, soundtrack"
Loose Talk - Duet with Carl Smith,Carlene Carter,spotify:track:2BvYoii9bL0n67c6PSsBOF,11,Little Acts Of Treason,1995-08-04,https://i.scdn.co/image/ab67616d0000b273ac909691c53eddfd4cdcd793,country dawn
Laula kanssain - Sing My Love Song,Fredi,spotify:track:11srj2SdM07QeRVjvwjVcl,1,Laula kanssain,1976,https://i.scdn.co/image/ab67616d0000b273a03fbf9f33dd765e8ffd891b,"classic finnish pop, classic iskelma"
Main Title / The Searchers,Max Steiner,spotify:track:3KGnc1qf28BUoU3M4iHY95,7,The Searchers - Original Film Soundtrack,1956,https://i.scdn.co/image/ab67616d0000b273a6b0ec98da279bf38f44649d,classic soundtrack
Hold On Baby,Janet Jackson,spotify:track:5SR9jC1eo7egHp7UXotRGj,0,Janet,1993-05-18,https://i.scdn.co/image/ab67616d0000b273e63518d50aff63f57d2b8ead,"dance pop, r&b, urban contemporary"
45 Pounds,Hey Colossus,spotify:track:0iveBmT84KsbvwXE7QFHg4,0,Project: Death,2007-04-02,https://i.scdn.co/image/ab67616d0000b273aef0bf137ce0e4ac39accbd8,"noise rock, uk noise rock"
Please Don't Lie To Me,The Fabulous Thunderbirds,spotify:track:3P67h5EYj7fx0X34FGqQkV,11,The Fabulous Thunderbirds,1979,https://i.scdn.co/image/ab67616d0000b273a8315160dd5404473c7f43ab,"blues, blues rock, country rock, electric blues, modern blues, southern rock, texas blues"
Coppershot,Bounty Killer,spotify:track:0TJyOu45dksStb9Ae9lFUW,7,Jamaica's Most Wanted,2001,https://i.scdn.co/image/ab67616d0000b273fd3967dd62a1f0d8f99aa8bf,"dancehall, jamaican hip hop, reggae fusion"
Kitteldags,Finntroll,spotify:track:27XKwkjHDjgKH0tpPexv1Z,19,Jaktens Tid,2001-09-18,https://i.scdn.co/image/ab67616d0000b273220584a1fcc95d4f3383095c,"finnish metal, folk metal, melodic death metal, nordic folk metal, power metal, symphonic metal, viking metal"
Bill's Speech - A New Kind of Warrior - Score,Rolfe Kent,spotify:track:2hposASvrQouuaID31BCJu,0,The Men Who Stare At Goats (Original Soundtrack) [Score],2009-01-01,https://i.scdn.co/image/ab67616d0000b273a35607117c466681e129ec47,"british soundtrack, soundtrack"
Villagers Galloping to Battle,Dimitri Tiomkin,spotify:track:5piEGittBQt1B3AfzG8lfy,0,Friendly Persuasion: Original Motion Picture Soundtrack,1956-10-01,https://i.scdn.co/image/ab67616d0000b273d29990296a05aefbc11de4a1,classic soundtrack
Sally Ann (You're Such A Pretty Baby),The Cuff Links,spotify:track:1NAEyMc176DLY9dKHAitkz,1,Tracy (Expanded Edition),1969-01-01,https://i.scdn.co/image/ab67616d0000b273bd57ea2d2e2808f8d3293e54,No genres available
Vitrier,Olivia Ruiz,spotify:track:2jZ3CMQyzmbJgQImZs6uOW,13,La femme chocolat,2005-01-01,https://i.scdn.co/image/ab67616d0000b273997a620ce3e3ba3adac75b9d,"chanson, french pop, french rock, nouvelle chanson francaise"
"Oooh, Pooh",Pheeroan Aklaff,spotify:track:5BrKGVoOnmsQYVaMU4tkRg,0,Drum Set Variations,2007-09-01,https://i.scdn.co/image/ab67616d0000b273729d098561134e088cc2d232,No genres available
Agradeça Ao Pelô,Moraes Moreira,spotify:track:430VMJe6demPexOSMRtlHs,2,Terreiro Do Mundo,1993-01-05,https://i.scdn.co/image/ab67616d0000b273d74836eca62f7756d58d1055,"bossa nova, mpb, samba, velha guarda"
The Hero Dies in This One,The Ataris,spotify:track:4N59uQVlMqRqZxgORiixSY,25,"So Long, Astoria",2003-03-04,https://i.scdn.co/image/ab67616d0000b2730182816d9fe797a551832bf2,"emo, pop punk, pop rock, skate punk"
I Feel So Good,J.B. Lenoir,spotify:track:2l5D0Ua6Rb23MIhuO4xCgD,32,Alabama Blues!,1979,https://i.scdn.co/image/ab67616d0000b273c66e0f533d2dd6182d2a6c40,"acoustic blues, blues, chicago blues, traditional blues"
Warm Spring Night,Claw Hammer,spotify:track:0pvwGHe3KJgTIkMs5SQFEu,0,Claw Hammer,2012-02-14,https://i.scdn.co/image/ab67616d0000b2736cf4c905c194a1d0a7f81b64,No genres available
"We Do It For the Money, OBVIOUSLY!",Set Your Goals,spotify:track:6XP6488QgVZbvRZiJZyLbk,19,Mutiny: Deluxe Edition,2006,https://i.scdn.co/image/ab67616d0000b273de89795304f83803df634d5c,"anthem emo, easycore, pop punk"
You Don't Know Me,Charlie Rich,spotify:track:2mF8zlu3tAimvDGPY0GJtx,5,Pictures And Paintings,1992-04-10,https://i.scdn.co/image/ab67616d0000b2733ec717f8ae76d661b25b3f12,"arkansas country, country, nashville sound"
Gettin' Better,Tesla,spotify:track:5H19HygtEjZJLdGtGdpSPR,40,Mechanical Resonance,1986-01-01,https://i.scdn.co/image/ab67616d0000b273d532619e6308295abdc804b0,"album rock, glam metal, hard rock, sacramento indie"
I Need You,Screamin' Jay Hawkins,spotify:track:7JGuqh7t9sO9CoRLsmIKF3,3,Because Is In Your Mind,1970,https://i.scdn.co/image/ab67616d0000b273edb72df4d0032fc810f67504,No genres available
Goodfellas,Neema,spotify:track:4DDoGVrSBVh1GR7thQX3p3,0,The Renaissance Past - Present - Future,2019-05-13,https://i.scdn.co/image/ab67616d0000b2739dadae7a10817ea02b41665b,No genres available
Outro,Through The Eyes of the Dead,spotify:track:0GbkJ99a2NAW5uKIOt3cJx,6,Bloodlust,2005-10-10,https://i.scdn.co/image/ab67616d0000b2736660cd43a62f9e653841d5dc,"deathcore, melodic deathcore, melodic metalcore, south carolina metal"
Ten Tonne - Taelimb Remix,Chase & Status,spotify:track:1rGQco05ZnZS5rPURBpxKL,22,From the Vaults EP. 1,2024-06-21,https://i.scdn.co/image/ab67616d0000b273422d5027846cc17b98a27214,No genres available
"Everyone, Everywhere, Everytime",Greater Vision,spotify:track:0wKpPWq03nML9EiT8RhuX6,2,My Favorite Place,2005-11-08,https://i.scdn.co/image/ab67616d0000b2736ef98bb05d93bcc9160c9571,southern gospel
Our Darkest Days,Eighteen Visions,spotify:track:09Pmwu0iajEEflnp6BIuDu,17,Eighteen Visions,2006-07-18,https://i.scdn.co/image/ab67616d0000b2739419181638ad9a079b1490c2,melodic metalcore
Hear Me Lord (2014 Remaster),George Harrison,spotify:track:4IvN4isrOW6drZzfubOAzk,36,All Things Must Pass (2014 Remaster),1970-11-20,https://i.scdn.co/image/ab67616d0000b2736c6610322fc60bfb41481273,"album rock, classic rock, folk rock, mellow gold, rock, singer-songwriter, soft rock"
Courtyard,Bobbie Gentry,spotify:track:2b6KKNkD9PiUPvRYOdhbQ6,27,The Delta Sweete,1968,https://i.scdn.co/image/ab67616d0000b2734199ed9dedbc768fc8fecf35,No genres available
Lonely Street,Boots Randolph,spotify:track:7vZGeHYfj1LgkQCnGIUf8c,5,Boots Randolph's Yakety Sax!,1963,https://i.scdn.co/image/ab67616d0000b27368f9a591c4b51cc603e057c4,nashville sound
Letting You Back In,Rising Lion,spotify:track:0k95HBPzetzQ8LjjR2vaAq,0,American Dread,2015-09-22,https://i.scdn.co/image/ab67616d0000b2731d9804c4166e6bf28c2c7ad1,No genres available
This Is Not a Crass Song,Anti-Flag,spotify:track:3KSjda9bYMbDIsLVsxbXL9,9,A New Kind of Army,1999-03-23,https://i.scdn.co/image/ab67616d0000b273354ef7b5fd38fe00394806d3,"punk, skate punk"
Ojos Gitanos (feat. Diana Navarro),Cómplices,spotify:track:4ph9pePZLM7uHI1eUpc3RW,14,20 Años,2010-11-19,https://i.scdn.co/image/ab67616d0000b273b1cdb7439ab81a071d5c0cda,"cantautor, spanish new wave, spanish pop"
El Niño De La Calle,Alfredo Gutierrez,spotify:track:6Z3Ri6wyVCXR55zJVvIXBY,5,Mi Acordeón Bohemio,1972-01-01,https://i.scdn.co/image/ab67616d0000b273c9a7a952d77c2aa5f47c70f4,"cumbia, vallenato"
"What to Do / Crying, Waiting, Hoping / Learning the Game",Bobby Vee,spotify:track:0FqNoSvzBdc1badtm8kuXw,0,Down the Line (A Buddy Holly Tribute) [40th Anniversary Edition],2012-11-19,https://i.scdn.co/image/ab67616d0000b273253e079e3373f6c8838e0c2e,"adult standards, brill building pop, doo-wop, rock-and-roll, rockabilly"
Imagination - Club Mix,Hysterie,spotify:track:3WTQurIMMYaoPxY7AVlRgr,0,Independence Day Club Anthems,2009-06-20,https://i.scdn.co/image/ab67616d0000b273a686e842a22c1defd330ef97,No genres available
Something For The Pain,Robben Ford,spotify:track:5KMmWcfXIRfWCyfHJAfr1U,9,Blue Moon,2002-01-01,https://i.scdn.co/image/ab67616d0000b273bc4a619beceb3b1b5bb07ba7,"blues, electric blues, jazz blues, jazz fusion, modern blues, soul blues"
Flashflood,Aesop Rock,spotify:track:2Z0dG4A8weQYXwnHSvoecS,25,Labor Days,2001-09-18,https://i.scdn.co/image/ab67616d0000b2734566a46c13a1a8f34c6fd30e,"abstract hip hop, alternative hip hop, conscious hip hop"
Soul Searcher,Joe Lynn Turner,spotify:track:6V58YphTDCmc0aQp4tN0np,9,Rescue You,1985,https://i.scdn.co/image/ab67616d0000b273f4ddd5ca56d9105c704aff7b,"glam metal, hard rock"
Skeletons,Rickie Lee Jones,spotify:track:2WaMaiKMdKWs5BNHszkIAB,17,Pirates,1981,https://i.scdn.co/image/ab67616d0000b273f3f07f6d5e79f355210551fb,"folk, singer-songwriter"
? (Interlude),RM,spotify:track:6o5y1iNvg3ORGfHtBEB8U4,57,"Right Place, Wrong Person",2024-05-24,https://i.scdn.co/image/ab67616d0000b2737093cd0ee6043740f73e54d9,k-rap
12 Seasons Of Love,The Cosmosamatics,spotify:track:3h4UV3Ikqskfxb2V4mocDg,0,Magnitudes,2005-12-31,https://i.scdn.co/image/ab67616d0000b273af9aee64d6f13ecc9c59593b,No genres available
Dumb Woman Blues,Elmore James,spotify:track:4jWSC28QdRwKsGPgMvzG92,0,Presenting Elmore James,1951-01-27,https://i.scdn.co/image/ab67616d0000b2737e1a2e270eb9f0c1dc43fa68,"blues, chicago blues, delta blues, electric blues, traditional blues"
Have You Ever Seen the Rain,Creedence Clearwater Revived,spotify:track:1AcNaTi1QyzDQSXs8chEaP,10,Listening To (feat. Johnny Williamson),2011-03-15,https://i.scdn.co/image/ab67616d0000b273f76fe10bbb341597b91bdfcd,No genres available
Sonnerie Lalaleulé Hi Houuu,Blingtones,spotify:track:1HHdxK54acug9oEO4KtOaw,0,Sonneries Tyroliennes,2010-02-03,https://i.scdn.co/image/ab67616d0000b2730e2673ae0ac55ddfa34b7ecf,ringtone
Rumba de Barcelona,Los Manolos,spotify:track:56hj9AHSYQNWdIF5RHcB2D,15,Las Mejores Rumbas De Los Manolos,1993-06-14,https://i.scdn.co/image/ab67616d0000b27381049bb8bcb877545866684d,"rumba, rumba catalana"
Kutt Free - Remix,Jinx,spotify:track:0lcE8WDD6L33qJ3ik5PVj3,0,Kutt Free,2004-02-17,https://i.scdn.co/image/ab67616d0000b27353862bf9eda159e8dd765e32,gambian hip hop
Pero Me Acuerdo de Tí,Christina Aguilera,spotify:track:4B1sb2YVO03sBmyR8bvzEB,62,Mi Reflejo,2000,https://i.scdn.co/image/ab67616d0000b27369eaf701ebecce62c6f0ff82,"dance pop, pop"
The Illusionist,Scar Symmetry,spotify:track:3o7whY31Ap0jlzvjHA3IPz,39,Pitch Black Progress,2006-04-21,https://i.scdn.co/image/ab67616d0000b2738176975e647fcb4de883d8b3,"melodic death metal, melodic groove metal, swedish melodeath, swedish metal"
Urgence,Sonia Dersion,spotify:track:09NboZJzV6nWA8dQFyXz3v,7,Les 4 saisons de Sonia Dersion,2004-06-01,https://i.scdn.co/image/ab67616d0000b27369018d1f6d74db9521586906,zouk
God Bless You (Goddamn it),A Static Lullaby,spotify:track:47ziswB02OgSnpxVRUUWzu,5,Faso Latido,2005-03-29,https://i.scdn.co/image/ab67616d0000b273649ba4526320380eccf528d9,"post-hardcore, screamo"
Trapped In Reality,Headhunter,spotify:track:0UKYhsoYO1Y23jzsxDBU0p,0,Parody Of Life,2020-11-04,https://i.scdn.co/image/ab67616d0000b27358adff5dd7afbfef5e0dd9e5,power thrash
U Don't Hear Me Tho' - Street Mix,Rodney O,spotify:track:4v2cz9dgb0RP7guR0nPkBv,33,F__K New York,1993,https://i.scdn.co/image/ab67616d0000b27307744538831c27f2b2ede483,"electro, miami bass"
Terra,Luar Na Lubre,spotify:track:1lPLPJ8DUdvp4o4RqP0rjN,14,lo mejor de Luar na Lubre,2001-02-04,https://i.scdn.co/image/ab67616d0000b273c2f449dcb256e97e99953594,"galician folk, musica valenciana, spanish folk"
Cry Baby,Johnny Otis,spotify:track:7kFjbv1oOZ3HcLeqy52mpP,0,"Johnny Otis And The Good Time Blues, Vol. 2",2008-01-01,https://i.scdn.co/image/ab67616d0000b273e2b5f79f60fc1b7364937f66,"jazz blues, jump blues, rhythm and blues"
California Dreamin',Baby Huey & The Baby Sitters,spotify:track:280FLlc5HfVmzrHoQhw5dg,1,Hoochie Coochie Man: Blues Classics,2020-05-15,https://i.scdn.co/image/ab67616d0000b2737abfb036312eaf4c4d5255f0,"classic soul, psychedelic soul"
Negativ Song,Headliners,spotify:track:5D3dEQWXVeNKABT7hbihGf,1,Das Album Zum Film,2006-12-08,https://i.scdn.co/image/ab67616d0000b273578940a933d7dc28474cceac,No genres available
Nubia,The Rascals,spotify:track:50PMQx1cteAhWA0w00kYkZ,6,See,2005-02-08,https://i.scdn.co/image/ab67616d0000b273eb91b7b1f9ff042facc20a15,No genres available
Monsieur qui s'engraisse,Michèle Bernard,spotify:track:1SqhhVz1FZc042saOhfl9F,0,Mes premiers vinyls,2010-02-06,https://i.scdn.co/image/ab67616d0000b273876c9ee9b9643d79bc206ae1,french folk
Cave It In,Margaret Becker,spotify:track:6zKd77VPYQzuntMbKyMIyv,1,Falling Forward,1998-01-01,https://i.scdn.co/image/ab67616d0000b273f4f7cc50cc07e35f5c64f775,deep christian rock
Unleashed,Warren Barfield,spotify:track:6Q9MMsGZPcSgdeGP3wQtdO,5,Reach,2006-02-14,https://i.scdn.co/image/ab67616d0000b2737eaaf5463cca90111e541ae6,No genres available
Mi Suegra,Conjunto Clásico,spotify:track:5fiF4mks1k9lWeRjzd8y71,5,Lo Mejor De Conjunto Clasico - Cantando Johnny Rivera,1988-06-03,https://i.scdn.co/image/ab67616d0000b273e6f6dbf18653e3379ad8d9af,salsa
Explorador,La Portuaria,spotify:track:5Znx4kf9wa7YF2neDRC9nJ,8,Rio,2005-01-01,https://i.scdn.co/image/ab67616d0000b273031068c53ca30ab0dad73458,"argentine rock, ska argentino"
Been Fighting Devilz,Snowgoons,spotify:track:65dfXsnlWaaCSikAk5hwcE,13,A Fist in the Thought,2009-05-26,https://i.scdn.co/image/ab67616d0000b27370568142d278aa7aa6e4b0a2,"flick hop, underground rap"
Porque Me Gusta a Morir,Isabel Pantoja,spotify:track:1lFEQIqkirn42cLZ2Dn7N5,25,De Nadie,1993-10-25,https://i.scdn.co/image/ab67616d0000b273176a31f7f277a86a0b41c4b5,"cancion melodica, copla, latin pop, pop romantico"
Rio Grnade,Chanta Vielma,spotify:track:0f4JsHuXsaVxr5BMZNeKdS,1,Canciones De La Costa Chica (Chilenas),2005-05-23,https://i.scdn.co/image/ab67616d0000b273d2ac6df3c26406697602ab12,No genres available
So Glad,Chris Brown,spotify:track:2GPI9yej5Y5UywHerNQj9c,30,Chris Brown (Expanded Edition),2005,https://i.scdn.co/image/ab67616d0000b273f9685817281327d5fecb244e,"r&b, rap"
Żółte Słonie,Kasia Stankiewicz,spotify:track:4ys0SKB5psHk4gaRln3EQK,8,Mimikra,2006-11-24,https://i.scdn.co/image/ab67616d0000b27302cf01e7328876df7282e55f,polish pop
Ulcer Breakout,Butthole Surfers,spotify:track:4LPLOozTsUpkJqIvUqvELN,27,Electriclarryland,1996-01-01,https://i.scdn.co/image/ab67616d0000b2732f791ed0a21f63e2a9f324b2,"alternative rock, experimental rock, grunge, noise rock, psychedelic punk, punk"
Générique,Raymond Lefèvre,spotify:track:6m9akfv9IuFxYjSG5HTuK7,16,Le Gendarme et les gendarmettes,2010-10-01,https://i.scdn.co/image/ab67616d0000b2732bf31542d73dea3887a42c37,easy listening
Freaks,Soul Asylum,spotify:track:6m32L2EuVksOjtBWE4zrpj,4,While You Were Out,1986-11-25,https://i.scdn.co/image/ab67616d0000b2735951925bfcab3ef4f7868f39,"alternative rock, grunge, permanent wave, pop rock, post-grunge"
"For Your Passion, My Love",Aeoliah,spotify:track:3J976OXft4il9YwaqNS35I,0,Divinaura,2006,https://i.scdn.co/image/ab67616d0000b2734b0fddc7ffbc58f4132f3d24,healing
Ala Kaboo - Radio Edit,Sound 5,spotify:track:5XECfoUG3OneosTmZ4h7es,0,Ala Kaboo,1999-04-12,https://i.scdn.co/image/ab67616d0000b273c374940a3bf7bbcc82734e99,classic progressive house
Lover's Lane Boogie,Johnny Otis,spotify:track:28fKhVddN1NMKHCxKAkTAx,0,"Johnny Otis And The Good Time Blues, Vol. 3",2008-01-01,https://i.scdn.co/image/ab67616d0000b27381baf96c16cbebde517a285b,"jazz blues, jump blues, rhythm and blues"
Life Is Real/Welcome Into My World - Live At L'Olympia,Ayọ,spotify:track:7DX3CufK7181OPy6nH4VB4,6,Live At The Olympia,2007-01-01,https://i.scdn.co/image/ab67616d0000b2739d4f0c9a4d7e2c845b49a06d,neo soul
Corner Stone - Re-recording,Bob Marley & The Wailers,spotify:track:0EjNnIzkmyAqq3QZvW8Jax,29,Bob Marley,2009,https://i.scdn.co/image/ab67616d0000b273e4d0a6b594faeea7859bf7ed,"reggae, roots reggae"
What is the best,Jah Legacy,spotify:track:15Bn6Gsa7pwtyroHWPRFkV,0,Beware,2009-12-22,https://i.scdn.co/image/ab67616d0000b273a9b4790646697a5f9023b317,No genres available
Fui Mujer,Juan Carlos Baglietto,spotify:track:5Ba7zNYhGobRxe2SeWVq4R,2,Corazon De Barco,1993-01-01,https://i.scdn.co/image/ab67616d0000b273acef8e68da7daa27efa5d3ff,"argentine rock, folklore argentino, rock nacional"
Mira Nina,Emilio,spotify:track:2CqTaHTYkUErIQWnRtsyjU,0,10 Aniversario,1999-01-01,https://i.scdn.co/image/ab67616d0000b273b373dcf3b19c17bd417e6bf5,No genres available
Drifting from Town to Town,"Bobby ""Blue"" Bland",spotify:track:3AkKBZ5ugmJqrEQfj5TD82,0,20 Great Blues Recordings of the 50s and 60s,1988-10-06,https://i.scdn.co/image/ab67616d0000b273edc9cd377dd1443e40109bcf,"soul blues, southern soul"
